"","CASE_STATUS","PW_SKILL_LEVEL","WAGE_OFFER_UNIT_OF_PAY","MINIMUM_EDUCATION","REQUIRED_EXPERIENCE","ACCEPT_ALT_OCCUPATION","FOREIGN_LANGUAGE_REQUIRED","PROFESSIONAL_OCCUPATION","COUNTRY_OF_CITIZENSHIP","CLASS_OF_ADMISSION","FOREIGN_WORKER_EDUCATION","FOREIGN_WORKER_YRS_SINCE_ED","FOREIGN_WORKER_ED_INST_US","FOREIGN_WORKER_REQ_EXPERIENCE","FOREIGN_WORKER_EXP_WITH_EMPL","FOREIGN_WORKER_CURR_EMPLOYED","EMPLOYER_COMPLETED_APPLICATION","WAITING_PERIOD","PW_WAGE_HOURLY"
"2727",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",15,"0","N/A","0",1,0,329,46.3298076923077
"2728",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,328,45.0201923076923
"2729",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",17,"0","N/A","0",1,0,329,45.0201923076923
"2730",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",17,"0","N/A","0",1,0,328,45.0201923076923
"2731",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,328,45.0201923076923
"2732",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",21,"0","N/A","0",1,0,328,45.0201923076923
"2733",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",15,"0","N/A","0",1,0,328,45.0201923076923
"2734",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","N/A","0",1,0,328,45.0201923076923
"2735",0,3,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",17,"0","N/A","0",1,0,328,54.7
"2736",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,328,45.0201923076923
"2737",0,2,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",21,"0","Y","0",1,0,316,44.9701923076923
"2738",0,1,0,"High School",1,0,0,0,"BRAZIL","F-1","High School",22,"0","Y","0",0,1,185,21.875
"2739",0,1,1,"High School",1,0,0,0,"LEBANON","UNK","High School",31,"0","Y","0",0,0,162,23.1701923076923
"2740",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Other",23,"0","N/A","0",1,0,337,66.7600961538461
"2741",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",9,"0","N/A","0",1,0,339,46.3298076923077
"2742",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,339,46.3298076923077
"2743",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Bachelor's",19,"0","N/A","0",1,0,339,66.7600961538461
"2744",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","N/A","0",1,0,337,46.3298076923077
"2745",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",12,"0","N/A","0",1,0,339,46.3298076923077
"2746",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,337,46.3298076923077
"2747",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,337,46.3298076923077
"2748",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",11,"0","N/A","0",1,0,337,46.3298076923077
"2749",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",17,"0","N/A","0",1,0,339,46.3298076923077
"2750",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,337,46.3298076923077
"2751",0,2,1,"Master's",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,176,24.8899038461538
"2752",0,2,1,"Master's",0,0,0,1,"INDIA","H-1B","Master's",6,"1","N/A","UNK",1,1,316,30.3600961538462
"2753",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",11,"0","N/A","0",1,0,329,35.7899038461538
"2754",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",17,"0","N/A","0",1,0,329,45.0201923076923
"2755",0,3,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",13,"0","N/A","0",1,0,329,54.7
"2756",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",26,"0","N/A","0",1,0,329,45.0201923076923
"2757",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,330,46.3298076923077
"2758",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",22,"0","N/A","0",1,0,329,35.7899038461538
"2759",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",23,"0","N/A","0",1,0,329,35.7899038461538
"2760",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",12,"0","N/A","0",1,0,330,46.3298076923077
"2761",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",21,"0","N/A","0",1,0,329,35.7899038461538
"2762",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",19,"0","N/A","0",1,0,329,35.7899038461538
"2763",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,330,46.3298076923077
"2764",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",18,"0","N/A","0",1,0,330,46.3298076923077
"2765",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",16,"0","N/A","0",1,0,330,46.3298076923077
"2766",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","N/A","0",0,0,330,46.3298076923077
"2767",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",18,"0","N/A","0",1,0,330,46.3298076923077
"2768",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Master's",20,"0","N/A","0",1,0,330,66.7600961538461
"2769",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",18,"0","N/A","0",1,0,329,45.0201923076923
"2770",0,4,1,"High School",1,0,1,0,"VENEZUELA","B-2","High School",6,"0","Y","UNK",0,1,314,11.75
"2771",0,1,1,"Other",0,0,0,0,"BANGLADESH","H-1B","Doctorate",2,"1","N/A","UNK",1,0,185,13.3221153846154
"2772",0,1,1,"High School",1,0,0,0,"BRAZIL","UNK","Bachelor's",13,"0","Y","0",0,0,177,10.5480769230769
"2773",0,2,1,"Master's",0,0,0,1,"CANADA","H-1B","Master's",18,"0","N/A","UNK",0,0,177,37.1399038461538
"2774",0,2,1,"High School",1,0,1,0,"RUSSIA","UNK","Bachelor's",19,"0","Y","UNK",0,0,168,11.4399038461538
"2775",0,2,1,"Master's",1,0,0,1,"INDIA","H-1B","Bachelor's",12,"0","Y","0",1,1,162,43.45
"2776",0,2,1,"Master's",0,0,0,1,"INDIA","H-1B","Master's",6,"1","N/A","UNK",1,0,163,38.25
"2777",0,3,1,"High School",1,0,0,0,"VENEZUELA","B-2","High School",16,"UNK","Y","0",1,0,447,15.2201923076923
"2778",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",11,"0","N/A","0",1,0,340,46.3298076923077
"2779",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",18,"0","N/A","0",1,0,340,46.3298076923077
"2780",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",16,"0","N/A","0",1,0,340,46.3298076923077
"2781",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",11,"0","N/A","0",1,0,340,46.3298076923077
"2782",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",6,"0","N/A","0",1,0,340,46.3298076923077
"2783",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Master's",12,"0","N/A","0",1,0,336,66.7600961538461
"2784",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",19,"0","N/A","0",1,0,333,46.3298076923077
"2785",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",11,"0","N/A","0",1,0,332,46.3298076923077
"2786",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",13,"0","N/A","0",1,0,332,46.3298076923077
"2787",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","N/A","0",1,0,332,46.3298076923077
"2788",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",20,"0","N/A","0",1,0,332,46.3298076923077
"2789",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",12,"0","N/A","0",1,0,332,46.3298076923077
"2790",0,4,1,"Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",37,"0","N/A","0",1,0,334,58.2798076923077
"2791",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Other",25,"0","N/A","0",1,0,332,66.7600961538461
"2792",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",21,"0","N/A","0",1,0,332,46.3298076923077
"2793",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Other",17,"0","N/A","0",1,0,332,66.7600961538461
"2794",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",13,"0","N/A","0",1,0,332,46.3298076923077
"2795",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",17,"0","N/A","0",1,0,332,46.3298076923077
"2796",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",7,"0","N/A","0",1,0,332,46.3298076923077
"2797",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",24,"0","N/A","0",1,0,332,46.3298076923077
"2798",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",16,"0","N/A","0",1,0,332,46.3298076923077
"2799",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","N/A","0",1,0,332,66.7600961538461
"2800",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Master's",11,"0","N/A","0",1,0,332,66.7600961538461
"2801",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,333,46.3298076923077
"2802",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",20,"0","N/A","0",1,0,332,46.3298076923077
"2803",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","N/A","0",1,0,332,46.3298076923077
"2804",0,4,1,"Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",25,"0","N/A","0",1,0,332,58.2798076923077
"2805",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,332,46.3298076923077
"2806",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",8,"0","N/A","0",1,0,332,46.3298076923077
"2807",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",11,"0","N/A","0",1,0,332,46.3298076923077
"2808",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Other",24,"0","N/A","0",1,0,332,66.7600961538461
"2809",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",19,"0","N/A","0",1,0,332,46.3298076923077
"2810",0,2,1,"Master's",0,0,0,1,"INDIA","H-1B","Master's",2,"1","N/A","UNK",1,0,179,41.6
"2811",0,2,1,"Bachelor's",0,0,0,1,"BRAZIL","F-1","Master's",4,"1","N/A","UNK",0,1,173,24.0298076923077
"2812",0,2,1,"Other",0,0,1,0,"MEXICO","UNK","Associate's",7,"1","N/A","UNK",1,0,166,31.35
"2813",0,1,1,"Other",0,0,0,1,"CANADA","UNK","Other",3,"1","N/A","UNK",1,0,503,28.8100961538462
"2814",0,3,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",9,"0","N/A","0",1,0,334,54.7
"2815",0,3,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",12,"0","N/A","0",1,0,333,56.55
"2816",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","N/A","0",1,0,334,45.0201923076923
"2817",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",10,"0","N/A","0",1,0,334,39.6
"2818",0,3,1,"Other",0,1,0,1,"INDIA","Not in USA","Bachelor's",9,"0","N/A","0",0,0,334,54.7
"2819",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","N/A","0",1,0,334,45.0201923076923
"2820",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",12,"0","N/A","0",1,0,333,46.3298076923077
"2821",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",16,"0","N/A","0",1,0,334,46.3298076923077
"2822",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","N/A","0",1,0,334,39.6
"2823",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",6,"0","N/A","0",1,0,334,39.6
"2824",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",17,"0","N/A","0",1,0,334,39.6
"2825",0,4,1,"None",0,1,0,1,"ROMANIA","L-1","Master's",11,"0","N/A","0",1,0,333,66.7600961538461
"2826",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,335,39.6
"2827",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",12,"0","N/A","0",1,0,335,39.6
"2828",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",19,"0","N/A","0",1,0,335,39.6
"2829",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",18,"0","N/A","0",1,0,335,39.6
"2830",0,3,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",12,"0","N/A","0",1,0,335,54.7
"2831",0,3,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",12,"1","N/A","0",1,0,335,51.2399038461538
"2832",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Master's",25,"0","N/A","0",1,0,335,66.7600961538461
"2833",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",5,"0","N/A","0",1,0,335,46.3298076923077
"2834",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,335,39.6
"2835",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,336,46.3298076923077
"2836",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",18,"0","N/A","0",1,0,335,46.3298076923077
"2837",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",8,"0","N/A","0",1,0,335,46.3298076923077
"2838",0,3,1,"Other",0,1,0,1,"INDIA","H-1B","Other",14,"0","N/A","0",1,0,335,54.7
"2839",0,2,1,"None",1,1,0,1,"BRAZIL","F-1","Associate's",3,"1","Y","0",1,0,287,40.35
"2840",0,4,1,"Master's",1,1,0,1,"CHINA","H-1B","Master's",15,"1","Y","0",1,0,238,93.3600961538462
"2841",0,4,1,"Other",1,1,0,1,"CANADA","H-1B","Other",25,"0","N","0",1,0,255,112.8
"2842",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",14,"0","N/A","0",1,0,344,46.3298076923077
"2843",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,344,46.3298076923077
"2844",0,1,1,"None",0,0,0,0,"COLOMBIA","B-2","High School",21,"0","N/A","0",0,1,332,9.56009615384615
"2845",0,1,1,"None",0,0,0,0,"VENEZUELA","B-2","High School",11,"0","N/A","0",0,1,332,9.56009615384615
"2846",0,1,1,"None",0,0,0,0,"COLOMBIA","Not in USA","High School",18,"0","N/A","0",0,1,332,9.56009615384615
"2847",0,3,1,"Master's",0,0,0,1,"INDIA","F-1","Master's",5,"1","N/A","UNK",1,0,296,38.2100961538462
"2848",0,2,1,"High School",1,0,0,0,"PHILIPPINES","J-1","High School",9,"0","Y","UNK",0,0,303,18.8899038461538
"2849",0,3,1,"High School",1,0,0,0,"VENEZUELA","UNK","High School",41,"0","Y","0",0,0,565,9.92980769230769
"2850",0,4,1,"Bachelor's",1,1,0,1,"INDIA","H-1B","Master's",12,"0","Y","0",1,0,356,57.2899038461538
"2851",0,4,1,"Bachelor's",1,1,1,1,"RUSSIA","B-2","Bachelor's",22,"0","Y","0",0,0,340,26.8798076923077
"2852",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",13,"0","N/A","0",1,0,340,46.3298076923077
"2853",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Master's",23,"0","N/A","0",1,0,340,66.7600961538461
"2854",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",6,"0","N/A","0",1,0,340,46.3298076923077
"2855",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Other",18,"0","N/A","0",1,0,340,66.7600961538461
"2856",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Master's",18,"0","N/A","0",1,0,340,46.3298076923077
"2857",0,3,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",14,"0","N/A","0",1,0,340,56.55
"2858",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",12,"0","N/A","0",1,0,340,46.3298076923077
"2859",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",17,"0","N/A","0",1,0,340,46.3298076923077
"2860",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Other",21,"0","N/A","0",1,0,340,66.7600961538461
"2861",0,2,1,"Associate's",1,1,1,1,"SOUTH KOREA","Not in USA","Associate's",13,"0","N","UNK",0,0,308,27.4100961538462
"2862",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",23,"0","N/A","0",1,0,342,35.7899038461538
"2863",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Bachelor's",22,"0","N/A","0",1,0,339,66.7600961538461
"2864",0,1,1,"Bachelor's",0,0,0,1,"TAIWAN","UNK","Bachelor's",4,"1","N/A","UNK",0,0,307,19.4100961538462
"2865",0,4,1,"Master's",1,1,0,1,"CHINA","H-1B","Master's",7,"1","Y","0",1,0,289,35.5
"2866",0,3,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",10,"0","Y","0",1,0,225,65.6399038461538
"2867",0,2,1,"Master's",0,0,0,1,"CHINA","F-1","Master's",2,"1","N/A","0",1,0,208,57.2701923076923
"2868",0,1,1,"Bachelor's",1,0,0,1,"BRAZIL","F-1","Bachelor's",2,"1","Y","0",0,0,352,31.5100961538462
"2869",0,2,1,"Master's",0,0,0,1,"CHINA","H-1B","Master's",5,"1","Y","0",1,0,328,25.85
"2870",0,2,1,"Master's",0,0,0,1,"INDIA","H-1B","Master's",6,"1","N/A","UNK",1,0,295,38.8201923076923
"2871",0,3,1,"Doctorate",0,0,0,1,"CHINA","UNK","Doctorate",2,"1","N/A","0",1,0,305,41.7899038461538
"2872",0,3,1,"Associate's",0,1,1,1,"GERMANY","L-1","Bachelor's",9,"0","N/A","0",1,0,212,74.0201923076923
"2873",0,3,1,"None",1,0,0,0,"BRAZIL","H-1B","Master's",4,"1","N","UNK",1,0,338,28.6798076923077
"2874",0,0,1,"Master's",0,0,1,1,"JAPAN","E-1","Bachelor's",26,"0","N/A","0",1,0,310,100
"2875",0,3,1,"High School",1,0,0,0,"VENEZUELA","B-2","High School",18,"0","Y","0",1,1,517,25.7201923076923
"2876",0,0,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",4,"1","Y","0",1,0,299,56.9870192307692
"2877",0,0,1,"Master's",1,1,0,1,"CANADA","TN","Master's",29,"0","Y","0",1,0,322,64.5274038461538
"2878",0,2,1,"Master's",1,1,0,1,"INDIA","O-1","Master's",4,"1","Y","0",1,0,300,42.0399038461538
"2879",0,2,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",3,"1","Y","0",1,0,313,42.0399038461538
"2880",0,2,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",4,"1","Y","0",1,0,312,42.0399038461538
"2881",0,2,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",4,"1","Y","0",1,0,298,58.85
"2882",0,3,1,"Doctorate",0,0,0,1,"CHINA","F-1","Doctorate",2,"1","N/A","UNK",1,0,298,51.0100961538462
"2883",0,2,1,"Master's",1,1,0,1,"INDIA","F-1","Master's",3,"1","Y","0",1,0,316,40.5899038461538
"2884",0,4,1,"None",0,1,0,1,"INDIA","H-1B","Bachelor's",31,"0","N/A","0",1,0,347,66.7600961538461
"2885",0,2,1,"Other",0,1,0,1,"INDIA","H-1B","Bachelor's",15,"0","N/A","0",1,0,347,46.3298076923077
"2886",0,0,1,"Master's",1,1,0,1,"TAIWAN","F-1","Master's",2,"1","Y","0",1,0,299,56.9649038461538
"2887",0,2,1,"Master's",1,0,0,1,"INDIA","H-1B","Master's",6,"1","Y","0",1,1,309,41.1100961538462
"2888",0,2,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",4,"1","Y","0",1,0,298,58.85
"2889",0,3,1,"Master's",0,0,0,1,"INDIA","H-1B","Bachelor's",20,"0","Y","0",1,1,3270,43.49
"2890",0,2,1,"Master's",0,0,0,1,"CHINA","H-1B","Master's",5,"1","N/A","UNK",1,0,637,51.2399038461538
"2891",0,3,1,"Master's",0,0,0,1,"CHINA","H-1B","Master's",4,"1","N/A","0",1,0,590,63.55
"2892",0,1,1,"None",0,0,1,0,"PAKISTAN","B-2","Associate's",12,"0","N/A","UNK",0,0,562,8.27019230769231
"2893",0,1,1,"Bachelor's",0,0,0,1,"INDIA","H-1B","Bachelor's",21,"UNK","N/A","UNK",1,0,552,23.7899038461538
"2894",0,4,1,"High School",1,1,0,0,"VENEZUELA","UNK","High School",31,"0","Y","0",0,0,551,31.8798076923077
"2895",0,4,1,"Master's",0,1,1,1,"CHINA","H-1B","Master's",6,"1","N/A","UNK",1,0,527,81.5
"2896",0,1,1,"Bachelor's",0,0,0,1,"JAPAN","E-2","Bachelor's",16,"1","N/A","0",1,0,519,29.7
"2897",0,0,1,"Bachelor's",1,1,0,1,"INDIA","L-2","Master's",17,"0","Y","0",1,0,530,96.5043269230769
"2898",0,2,1,"Master's",0,1,0,1,"INDIA","H-1B","Master's",6,"1","N/A","0",1,0,513,44.1899038461538
"2899",0,2,1,"Master's",0,1,0,1,"INDIA","H-1B","Master's",5,"1","N/A","0",1,0,506,44.1899038461538
"2900",0,3,1,"Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",13,"0","N/A","0",1,0,477,42.7600961538462
"2901",0,3,1,"Bachelor's",0,0,0,1,"BRAZIL","F-1","Bachelor's",5,"1","N/A","0",0,0,531,23.4701923076923
"2902",0,1,1,"Master's",1,1,0,1,"TAIWAN","H-1B","Master's",5,"1","N","0",1,0,323,46.2899038461538
"2903",0,1,1,"Other",0,0,0,1,"MEXICO","UNK","Other",4,"0","N/A","UNK",1,0,526,32.7298076923077
"2904",0,2,1,"Master's",0,0,0,1,"MEXICO","H-1B","Master's",8,"1","N/A","UNK",1,0,513,30.6
"2905",0,1,1,"Other",0,0,0,1,"CANADA","UNK","Other",13,"0","N/A","UNK",1,0,518,32.6798076923077
"2906",0,2,1,"Master's",0,1,0,1,"INDIA","F-1","Master's",5,"1","N/A","0",1,0,497,44.1899038461538
"2907",0,1,1,"Bachelor's",1,0,0,1,"THAILAND","UNK","Bachelor's",4,"1","Y","0",0,0,495,21.5600961538462
"2908",0,2,1,"Master's",1,0,0,1,"CHINA","UNK","Master's",7,"1","Y","0",1,0,504,38.9600961538462
"2909",0,2,1,"Master's",1,1,0,1,"CHINA","H-1B","Master's",7,"1","N","0",1,0,482,36.9100961538462
"2910",0,4,1,"Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",16,"0","N/A","0",1,0,498,53.7399038461538
"2911",0,2,1,"Master's",1,1,0,1,"CHINA","H-1B","Master's",8,"1","Y","0",1,0,482,34.5600961538462
"2912",0,1,1,"Bachelor's",1,0,0,1,"VENEZUELA","H-1B","Bachelor's",9,"0","Y","0",1,0,457,21.25
"2913",0,2,1,"Bachelor's",0,0,1,1,"SPAIN","H-1B","Bachelor's",9,"0","N/A","UNK",1,0,453,23.0158653846154
"2914",0,1,1,"Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",9,"0","N","0",1,0,393,44.8
"2915",0,4,1,"Bachelor's",0,1,0,1,"INDIA","H-1B","Master's",10,"1","N/A","0",1,0,405,52.0600961538462
"2916",0,2,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",5,"1","N","0",1,0,411,53.5
"2917",0,2,1,"Master's",1,1,0,1,"SOUTH KOREA","H-1B","Master's",3,"1","N","0",1,0,383,39.3899038461538
"2918",0,4,1,"Bachelor's",0,1,0,1,"INDIA","H-1B","Bachelor's",18,"0","Y","0",1,0,373,89.2600961538461
"2919",0,4,1,"Bachelor's",1,1,0,1,"ISRAEL","L-1","Bachelor's",20,"0","Y","0",1,0,320,48.8600961538462
"2920",0,4,1,"Bachelor's",1,1,0,1,"INDIA","H-1B","Master's",18,"1","Y","0",1,0,378,80.65
"2921",0,3,1,"Associate's",0,0,1,0,"POLAND","UNK","Other",4,"0","N/A","UNK",0,0,395,15.3201923076923
"2922",0,2,1,"Associate's",1,0,0,1,"PAKISTAN","UNK","Associate's",11,"0","Y","0",0,0,373,30.2899038461538
"2923",0,2,1,"Doctorate",0,0,0,1,"CHINA","H-1B","Doctorate",3,"1","Y","0",1,0,387,49
"2924",0,4,1,"Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",11,"0","N","0",1,0,387,51.75
"2925",0,3,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",14,"1","Y","0",1,0,313,61.3298076923077
"2926",0,1,1,"Bachelor's",1,1,0,1,"INDIA","H-1B","Master's",7,"1","Y","0",1,0,350,29.1100961538462
"2927",0,2,1,"Master's",1,0,1,1,"UNITED KINGDOM","B-2","Master's",12,"0","Y","1",1,0,-118,25.8701923076923
"2928",0,4,1,"None",0,1,0,0,"AUSTRALIA","E-3","High School",22,"0","N/A","0",1,0,369,60.0899038461538
"2929",0,2,1,"Master's",1,0,0,1,"INDIA","H-1B","Master's",8,"1","Y","1",1,0,356,45.1399038461538
"2930",0,3,1,"Master's",1,1,0,1,"INDIA","H-1B","Bachelor's",21,"0","N","0",1,0,375,55.2798076923077
"2931",0,4,1,"Bachelor's",1,1,0,1,"INDIA","H-1B","Bachelor's",15,"UNK","N","0",1,0,373,65.4100961538462
"2932",0,2,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",3,"1","Y","0",1,0,317,53.6701923076923
"2933",0,4,1,"Bachelor's",1,1,0,1,"INDIA","H-1B","Master's",6,"0","N","0",1,0,369,50.9600961538462
"2934",0,2,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",7,"1","Y","0",1,0,342,77.2600961538461
"2935",0,3,1,"Master's",1,1,0,1,"INDIA","F-1","Master's",5,"1","Y","0",1,0,370,46.4701923076923
"2936",0,3,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",6,"1","Y","0",1,0,370,46.4701923076923
"2937",0,3,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",5,"1","Y","0",1,0,370,46.4701923076923
"2938",0,3,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",6,"1","Y","0",1,0,370,46.4701923076923
"2939",0,3,1,"Master's",1,1,0,1,"INDIA","H-1B","Master's",5,"1","Y","0",1,0,369,46.4701923076923
"2940",0,3,1,"Master's",0,1,0,1,"INDIA","F-1","Master's",5,"1","N/A","0",1,0,315,45.8298076923077
"2941",0,3,1,"Bachelor's",1,1,0,1,"PERU","L-1","Bachelor's",14,"0","N","0",1,0,357,45.8100961538462
